num_training_examples_observed,loss
0,3.0009913444519043
200,2.831909656524658
400,2.935779094696045
240,2.9911539554595947
440,2.748354434967041
640,2.958789110183716
480,2.987311601638794
680,2.6799910068511963
880,2.979069232940674
720,2.986208438873291
920,2.623995542526245
1120,2.996643304824829
960,2.9866139888763428
1160,2.5786001682281494
1360,3.0115420818328857
1200,2.9877138137817383
1400,2.5423803329467773
1600,3.0238842964172363
1440,2.9889910221099854
1640,2.513991117477417
1840,3.033888339996338
1680,2.990152359008789
1880,2.492121458053589
2080,3.041844367980957
1920,2.991060256958008
2120,2.4755375385284424
2320,3.048074245452881
2160,2.9916765689849854
2360,2.463135242462158
2560,3.0528924465179443
2400,2.9920198917388916
2600,2.4539711475372314
2800,3.0565834045410156
2640,2.9921321868896484
2840,2.447272777557373
3040,3.059389114379883
2880,2.992063522338867
3080,2.442425012588501
3280,3.061511993408203
3120,2.991860866546631
3320,2.4389519691467285
3520,3.063107967376709
3360,2.9915637969970703
3560,2.436490297317505
3760,3.0643022060394287
3600,2.9912049770355225
3800,2.434767723083496
4000,3.065192222595215
3840,2.9908101558685303
4040,2.4335811138153076
4240,3.065850257873535
4080,2.9903976917266846
4280,2.432781219482422
4480,3.0663342475891113
4320,2.9899814128875732
4520,2.432258129119873
4720,3.0666863918304443
4560,2.989572286605835
4760,2.4319324493408203
4960,3.066939115524292
